name,company,pack_size,link,sale_price,mrp,letter
Pediawin,Jinnah Pharma,20 sachet,https://dawaai.pk/medicine/pediawin-23822.html,5,5,p
Pedilina,Alina,500 ml,https://dawaai.pk/medicine/pedilina-23823.html,44,44,p
Pedisal ORS,Sharex,1 sachet,https://dawaai.pk/medicine/pedisal-ors-23824.html,7,7,p
Paracetamol,Ardin,20x10 's,https://dawaai.pk/medicine/paracetamol-3-23854.html,4,4,p
Painton,Alliance,60ml,https://dawaai.pk/medicine/painton-24055.html,20,20,p
Painton,Alliance,1x100 's,https://dawaai.pk/medicine/painton-1-24056.html,87,87,p
Panamic,Lisko,60ml,https://dawaai.pk/medicine/panamic-24062.html,20,20,p
Pharmic,Pharmacare,20x10 's,https://dawaai.pk/medicine/pharmic-1-24068.html,4,4,p
Panafin Extra,Medipak,10 x 10 's,https://dawaai.pk/medicine/panafin-extra-24128.html,10,10,p
Para + Plus,Unexo,1 x 100 's,https://dawaai.pk/medicine/para-plus-24129.html,100,100,p
Paraheim+,Pakheim,2x10 's,https://dawaai.pk/medicine/paraheim-1-24133.html,8,8,p
Paratol Extra,Highnoon,1 x 20 's,https://dawaai.pk/medicine/paratol-extra-24135.html,16,16,p
Pyrecaf Plus,Pulse,1 x 100 's,https://dawaai.pk/medicine/pyrecaf-plus-24137.html,75,75,p
Pyrol Extra,Semos,1 x 20 's,https://dawaai.pk/medicine/pyrol-extra-1-24139.html,93,93,p
Paigone,Fynk,60ml,https://dawaai.pk/medicine/paigone-1-24312.html,25,25,p
Paigone,Fynk,60ml,https://dawaai.pk/medicine/paigone-2-24313.html,28,28,p
Painol,KPL,450ml,https://dawaai.pk/medicine/painol-24316.html,34,34,p
Painol,KPL,20x10 's,https://dawaai.pk/medicine/painol-3-24319.html,3,3,p
Pamol,Jafson,15ml,https://dawaai.pk/medicine/pamol-24321.html,15,15,p
Pamol,Jafson,60ml,https://dawaai.pk/medicine/pamol-1-24322.html,15,15,p
Pamol Forte,Jafson,60ml,https://dawaai.pk/medicine/pamol-forte-24323.html,19,19,p
Para 4 Kids,Zafa,60ml,https://dawaai.pk/medicine/para-4-kids-24336.html,40,40,p
Parabro,Albro,60ml,https://dawaai.pk/medicine/parabro-24338.html,28,28,p
Paracetamol,Gaba,60ml,https://dawaai.pk/medicine/paracetamol-9-24341.html,3,3,p
Paracetamol,Gaba,1x1000's,https://dawaai.pk/medicine/paracetamol-10-24342.html,78,78,p
Paracetamol,Harmann,450ml,https://dawaai.pk/medicine/paracetamol-11-24343.html,36,36,p
Paracetamol,Harmann,60ml,https://dawaai.pk/medicine/paracetamol-12-24344.html,16,16,p
Paracetamol,Progressive,450ml,https://dawaai.pk/medicine/paracetamol-15-24347.html,8,8,p
Paracetamol,Progressive,1x200 's,https://dawaai.pk/medicine/paracetamol-16-24349.html,100,100,p
Paracetamol Junior,Progressive,1 x 200 's,https://dawaai.pk/medicine/paracetamol-junior-1-24350.html,65,65,p
Paracetamol,Amros,120ml,https://dawaai.pk/medicine/paracetamol-17-24351.html,8,8,p
Paracetamol,Amros,450ml,https://dawaai.pk/medicine/paracetamol-18-24352.html,35,35,p
Paracetamol,Amros,60ml,https://dawaai.pk/medicine/paracetamol-19-24353.html,16,16,p
Paracetamol,Eros,450ml,https://dawaai.pk/medicine/paracetamol-20-24354.html,34,34,p
Paracetamol,Eros,60ml,https://dawaai.pk/medicine/paracetamol-21-24355.html,20,20,p
Paracetamol,Eros,20x10 's,https://dawaai.pk/medicine/paracetamol-23-24357.html,4,4,p
Paracetamol,Ethical Laboratories,450ml,https://dawaai.pk/medicine/paracetamol-24-24358.html,45,45,p
Paracetamol,Ethical Laboratories,60ml,https://dawaai.pk/medicine/paracetamol-25-24359.html,15,15,p
Paracetamol,Ethical Laboratories,1x200 's,https://dawaai.pk/medicine/paracetamol-27-24361.html,80,80,p
Paracetamol,Irza,450ml,https://dawaai.pk/medicine/paracetamol-28-24362.html,70,70,p
Paracetamol,Irza,60ml,https://dawaai.pk/medicine/paracetamol-29-24363.html,28,28,p
Paracetamol,Jawa,450ml,https://dawaai.pk/medicine/paracetamol-32-24366.html,40,40,p
Paracetamol,Jawa,60ml,https://dawaai.pk/medicine/paracetamol-33-24367.html,15,15,p
Paracetamol,Jawa,20x10 's,https://dawaai.pk/medicine/paracetamol-35-24369.html,5,5,p
Paracetamol,Nawab sons,400ml,https://dawaai.pk/medicine/paracetamol-36-24370.html,43,43,p
Paracetamol,Nawab sons,60ml,https://dawaai.pk/medicine/paracetamol-37-24371.html,16,16,p
Paracetamol,Nawab sons,10x10 's,https://dawaai.pk/medicine/paracetamol-38-24372.html,7,7,p
Paracetamol,Polyfine,60ml,https://dawaai.pk/medicine/paracetamol-39-24373.html,17,17,p
Paracetamol,Sharex,400ml,https://dawaai.pk/medicine/paracetamol-41-24375.html,80,80,p
Paracetamol,Sharex,60ml,https://dawaai.pk/medicine/paracetamol-42-24376.html,25,25,p
Paracetamol,Unipharm,1x200 's,https://dawaai.pk/medicine/paracetamol-45-24379.html,60,60,p
Paracetamol,Unipharm,120ml,https://dawaai.pk/medicine/paracetamol-47-24381.html,16,16,p
Paracetamol,Unipharm,450ml,https://dawaai.pk/medicine/paracetamol-48-24382.html,40,40,p
Paracetamol,Unipharm,60ml,https://dawaai.pk/medicine/paracetamol-49-24383.html,14,14,p
Paracetamol,U nison,60ml,https://dawaai.pk/medicine/paracetamol-50-24384.html,12,12,p
Paracetamol,U nison,1x200 's,https://dawaai.pk/medicine/paracetamol-51-24385.html,16,16,p
Paracetamol,Werick,60ml,https://dawaai.pk/medicine/paracetamol-52-24386.html,25,25,p
Paracetamol,Wilson's,60ml,https://dawaai.pk/medicine/paracetamol-54-24388.html,25,25,p
Paracetamol,Wilson's,60ml,https://dawaai.pk/medicine/paracetamol-55-24389.html,35,35,p
Paracetamol,Zeb,50ml,https://dawaai.pk/medicine/paracetamol-56-24391.html,25,25,p
Paracetamol,Euro Pharma,20x10 's,https://dawaai.pk/medicine/paracetamol-62-24397.html,4,4,p
Paracetamol,LCPW,1x200 's,https://dawaai.pk/medicine/paracetamol-67-24402.html,38,38,p
Paracetamol,Pharmacare,20x10 's,https://dawaai.pk/medicine/paracetamol-73-24408.html,3,3,p
Paracetamol,Xenon,1x200 's,https://dawaai.pk/medicine/paracetamol-79-24414.html,60,60,p
Paradin,Ardin,450ml,https://dawaai.pk/medicine/paradin-24419.html,24,24,p
Paradin,Ardin,60ml,https://dawaai.pk/medicine/paradin-1-24420.html,10,10,p
Paragray,Grays,60ml,https://dawaai.pk/medicine/paragray-24421.html,13,13,p
Paraheim,Pakheim,20x10 's,https://dawaai.pk/medicine/paraheim-4-24423.html,5,5,p
Paralief,Nimrall,100 vial,https://dawaai.pk/medicine/paralief-24424.html,1,1,p
Paralief,Nimrall,60ml,https://dawaai.pk/medicine/paralief-1-24425.html,28,28,p
Paralief,Nimrall,90ml,https://dawaai.pk/medicine/paralief-2-24426.html,40,40,p
Paramac,Macter,450ml,https://dawaai.pk/medicine/paramac-24427.html,33,33,p
Paramac,Macter,60ml,https://dawaai.pk/medicine/paramac-1-24428.html,29,29,p
Paramac,Macter,60ml,https://dawaai.pk/medicine/paramac-2-24429.html,35,35,p
Paramed,Medicraft,60ml,https://dawaai.pk/medicine/paramed-24430.html,23,23,p
Paramol,Paramount,15ml,https://dawaai.pk/medicine/paramol-24431.html,13,13,p
Parapol,Lisko,60ml,https://dawaai.pk/medicine/parapol-1-24433.html,28,28,p
Parapol DS,Lisko,60ml,https://dawaai.pk/medicine/parapol-ds-24434.html,35,35,p
Parasol,Z-jans,60ml,https://dawaai.pk/medicine/parasol-24437.html,17,17,p
Paratol,Highnoon,60ml,https://dawaai.pk/medicine/paratol-24440.html,14,14,p
Pasic,Jaens,10x10 's,https://dawaai.pk/medicine/pasic-24444.html,5,5,p
Pedric,Davis Pharma,60ml,https://dawaai.pk/medicine/pedric-1-24446.html,13,13,p
Pedric 6 plus,Davis Pharma,450ml,https://dawaai.pk/medicine/pedric-6-plus-24447.html,60,60,p
Pedric 6 plus,Davis Pharma,60ml,https://dawaai.pk/medicine/pedric-6-plus-1-24448.html,15,15,p
Pedrol,Stanely,20ml,https://dawaai.pk/medicine/pedrol-1-24450.html,35,35,p
Pedrol,Stanely,60ml,https://dawaai.pk/medicine/pedrol-2-24451.html,31,31,p
Pedrol Forte,Stanely,60ml,https://dawaai.pk/medicine/pedrol-forte-24452.html,35,35,p
Pedrol Forte,Stanely,90ml,https://dawaai.pk/medicine/pedrol-forte-1-24453.html,50,50,p
Pelix,Nabi Qasim,450ml,https://dawaai.pk/medicine/pelix-24455.html,30,30,p
Pracmol,Glitz,60ml,https://dawaai.pk/medicine/pracmol-24459.html,25,25,p
Promol,Progressive,60ml,https://dawaai.pk/medicine/promol-24462.html,18,18,p
Pyrecaf,Pulse,1x200 's,https://dawaai.pk/medicine/pyrecaf-24466.html,100,100,p
Pyrol,Semos,450ml,https://dawaai.pk/medicine/pyrol-24467.html,45,45,p
Pdrox,Wise Pharma,60ml,https://dawaai.pk/medicine/pdrox-2-25025.html,86,86,p
Pebac,Ardin,1 Vial,https://dawaai.pk/medicine/pebac-1-25879.html,75,75,p
PCEF,Pearl,1 Vial,https://dawaai.pk/medicine/pcef-1-26324.html,60,60,p
Polytax,Polyfine,1 Vial,https://dawaai.pk/medicine/polytax-1-26327.html,60,60,p
Pure-Xim,High-Q,1 Vial,https://dawaai.pk/medicine/pure-xim-1-26330.html,96,96,p
Pathonil,Global-Vision,1 Vial,https://dawaai.pk/medicine/pathonil-1-26693.html,100,100,p
P-Zone,Glitz,1 Vial,https://dawaai.pk/medicine/p-zone-4-27339.html,70,70,p
Pc-Trax,Epharm,1 Vial,https://dawaai.pk/medicine/pc-trax-4-27345.html,54,54,p
Pc-Trax,Epharm,1 Vial,https://dawaai.pk/medicine/pc-trax-5-27346.html,95,95,p
Phaxo,Pharmacare,1 Vial,https://dawaai.pk/medicine/phaxo-3-27350.html,85,85,p
Primesef,Karachi Chemical,1 Vial,https://dawaai.pk/medicine/primesef-4-27362.html,90,90,p
Prontox,Master,1 Vial,https://dawaai.pk/medicine/prontox-4-27368.html,90,90,p
Ptrox,Pearl,1 Vial,https://dawaai.pk/medicine/ptrox-4-27374.html,85,85,p
Phaxef,Pharmacare,1 Vial,https://dawaai.pk/medicine/phaxef-27922.html,100,100,p
Phaxin,Shawan,2x6's,https://dawaai.pk/medicine/phaxin-32408.html,35,35,p
Plivacef,Pliva,12's,https://dawaai.pk/medicine/plivacef-32410.html,79,79,p
Pepkol,KPL,1 Vial,https://dawaai.pk/medicine/pepkol-1-32500.html,44,44,p
Pepkol,KPL,1 Vial,https://dawaai.pk/medicine/pepkol-2-32501.html,66,66,p
Pefree,Efroze,10's,https://dawaai.pk/medicine/pefree-33911.html,60,60,p
Postaglin,Medicraft,10's,https://dawaai.pk/medicine/postaglin-33973.html,70,70,p
Prodex,kaizen,60ml,https://dawaai.pk/medicine/prodex-34008.html,50,50,p
Pain less,Wise Pharma,2x10's,https://dawaai.pk/medicine/pain-less-34204.html,30,30,p
Pain less,Wise Pharma,2x10's,https://dawaai.pk/medicine/pain-less-1-34205.html,45,45,p
Painnil-P,Hansel,2x10's,https://dawaai.pk/medicine/painnil-p-34206.html,45,45,p
Panik,Shrooq,20's,https://dawaai.pk/medicine/panik-34207.html,60,60,p
Paplofen-P,PDH,2x10's,https://dawaai.pk/medicine/paplofen-p-34208.html,38,38,p
Phlodic K,Pearl,2x10's,https://dawaai.pk/medicine/phlodic-k-34209.html,45,45,p
Pofen,Fozan,2x10's,https://dawaai.pk/medicine/pofen-34210.html,30,30,p
Pofen,Fozan,2x10's,https://dawaai.pk/medicine/pofen-1-34211.html,45,45,p
Pointer,Shrooq,20's,https://dawaai.pk/medicine/pointer-34212.html,60,60,p
Potfenac,Karachi Chemical,2x10's,https://dawaai.pk/medicine/potfenac-34214.html,30,30,p
Potran,Unexo,20's,https://dawaai.pk/medicine/potran-1-34216.html,71,71,p
Painnil,Hansel,5 Ampx3ml,https://dawaai.pk/medicine/painnil-34698.html,13,13,p
Painnil,Hansel,2x10's,https://dawaai.pk/medicine/painnil-1-34699.html,30,30,p
Painrest,Mediceena,5 Ampx3ml,https://dawaai.pk/medicine/painrest-34700.html,9,9,p
Painrest,Mediceena,2x10's,https://dawaai.pk/medicine/painrest-2-34702.html,23,23,p
Penfen,Atco,5 Ampx3ml,https://dawaai.pk/medicine/penfen-34705.html,13,13,p
Penfen,Atco,2x10's,https://dawaai.pk/medicine/penfen-1-34706.html,40,40,p
Phlodic,Pearl,2x10's,https://dawaai.pk/medicine/phlodic-1-34708.html,30,30,p
Phlodic,Pearl,20's,https://dawaai.pk/medicine/phlodic-2-34709.html,90,90,p
Prodium,Nimrall,10's,https://dawaai.pk/medicine/prodium-34715.html,45,45,p
Prodium,Nimrall,20's,https://dawaai.pk/medicine/prodium-1-34716.html,90,90,p
Puldol,Pulse,2x10's,https://dawaai.pk/medicine/puldol-1-34718.html,30,30,p
Pabrofen,Drug Pharm,90ml,https://dawaai.pk/medicine/pabrofen-1-35385.html,17,17,p
Paincare,CareForHealth,400ml,https://dawaai.pk/medicine/paincare-35388.html,45,45,p
Paincare,CareForHealth,90ml,https://dawaai.pk/medicine/paincare-1-35389.html,18,18,p
Paincare,CareForHealth,60ml,https://dawaai.pk/medicine/paincare-2-35390.html,14,14,p
Pango,Efroze,100's,https://dawaai.pk/medicine/pango-35391.html,67,67,p
Pango,Efroze,50's,https://dawaai.pk/medicine/pango-3-35394.html,67,67,p
Panil,Delux,90ml,https://dawaai.pk/medicine/panil-35395.html,24,24,p
Panil,Delux,10's,https://dawaai.pk/medicine/panil-1-35396.html,16,16,p
Panil,Delux,10's,https://dawaai.pk/medicine/panil-2-35397.html,30,30,p
Pharfen,Pharmacare,10x10's,https://dawaai.pk/medicine/pharfen-3-35401.html,10,10,p
Proflam,Polyfine,90ml,https://dawaai.pk/medicine/proflam-35405.html,36,36,p
Pyrofen,Sharex,400ml,https://dawaai.pk/medicine/pyrofen-35417.html,90,90,p
Pyrofen,Sharex,60ml,https://dawaai.pk/medicine/pyrofen-1-35418.html,28,28,p
Pyrofen,Sharex,90ml,https://dawaai.pk/medicine/pyrofen-2-35419.html,24,24,p
Prosticam,Pulse,10's,https://dawaai.pk/medicine/prosticam-35716.html,96,96,p
Prosyn,Pearl,2x10's,https://dawaai.pk/medicine/prosyn-35873.html,43,43,p
Pain-Aid,Scotman,2x10's,https://dawaai.pk/medicine/pain-aid-35961.html,45,45,p
Pensulide,Don Valley,10's,https://dawaai.pk/medicine/pensulide-35962.html,67,67,p
Pancare,Regent,2x10's,https://dawaai.pk/medicine/pancare-36075.html,38,38,p
Payaram,Medicraft,10's,https://dawaai.pk/medicine/payaram-36079.html,65,65,p
Pelcam,Z-jans,2x10's,https://dawaai.pk/medicine/pelcam-36083.html,38,38,p
Pharox,Valor,2x10's,https://dawaai.pk/medicine/pharox-36085.html,36,36,p
Pharox,Valor,1x10's,https://dawaai.pk/medicine/pharox-1-36086.html,45,45,p
Phelodene,Unexo,20's,https://dawaai.pk/medicine/phelodene-1-36088.html,40,40,p
Piro-D,Pakheim,10's,https://dawaai.pk/medicine/piro-d-36090.html,78,78,p
Pirofalm,Polyfine,5 Ampx1ml,https://dawaai.pk/medicine/pirofalm-36092.html,15,15,p
Pirojoint,Sayyed,10's,https://dawaai.pk/medicine/pirojoint-36093.html,71,71,p
Pirotel,Ideal,10's,https://dawaai.pk/medicine/pirotel-36095.html,71,71,p
Pirotel,Ideal,20's,https://dawaai.pk/medicine/pirotel-1-36096.html,70,70,p
Piroxicam,Jinnah Pharma,10's,https://dawaai.pk/medicine/piroxicam-36097.html,50,50,p
Piroxicam,Jinnah Pharma,10's,https://dawaai.pk/medicine/piroxicam-1-36098.html,71,71,p
Piroxil,Murfy Pharma,10's,https://dawaai.pk/medicine/piroxil-36099.html,24,24,p
Piroxilite,E-Lite,5 Ampx1ml,https://dawaai.pk/medicine/piroxilite-36100.html,15,15,p
Piroximak,Makson,10's,https://dawaai.pk/medicine/piroximak-36101.html,70,70,p
Pirs,Convell,10's,https://dawaai.pk/medicine/pirs-36103.html,83,83,p
Poxicam,Bio Labs,10's,https://dawaai.pk/medicine/poxicam-36104.html,50,50,p
Poxicam,Bio Labs,10's,https://dawaai.pk/medicine/poxicam-1-36105.html,71,71,p
Poxicam,Bio Labs,5 Ampx1ml,https://dawaai.pk/medicine/poxicam-3-36107.html,15,15,p
Precam,Genome Pharma,10's,https://dawaai.pk/medicine/precam-36108.html,71,71,p
Pulsecam,Pulse,10's,https://dawaai.pk/medicine/pulsecam-36109.html,71,71,p
Pyrocam,Lowitt,10's,https://dawaai.pk/medicine/pyrocam-36111.html,71,71,p
Pirobet,Focus & Rulz,10's,https://dawaai.pk/medicine/pirobet-36230.html,91,91,p
Poliomyelitis Vaccine,Bilthoven-Biological Hospital services & sales.,1 dose x 0.5ml,https://dawaai.pk/medicine/poliomyelitis-vaccine-36454.html,0,0,p
Penbritin Drops,GlaxoSmithKline,1's,https://dawaai.pk/medicine/penbritin-drops-37497.html,47,47,p
Penbritin Syrup 125mg,GlaxoSmithKline,1's,https://dawaai.pk/medicine/penbritin-syrup-125mg-37498.html,33,33,p
Plasaline 500ML Inj,Otsuka,500ml,https://dawaai.pk/medicine/plasaline-500ml-inj-38032.html,91,91,p
Peptinil 150mg,Wilson's,10,https://dawaai.pk/medicine/peptinil-150mg-38053.html,86,86,p
Panadol Infant Drops,Panadol,30ml,https://dawaai.pk/medicine/panadol-infant-drops-38545.html,72,72,p
Pabalgesic,Drug Pharm,1 x100's,https://dawaai.pk/medicine/pabalgesic-2-38907.html,76,76,p
P-Zoc,Fynk,5 Amp x 1ml,https://dawaai.pk/medicine/p-zoc-1-38957.html,75,75,p
Paingon,Mediceena,5 Amp x 1ml,https://dawaai.pk/medicine/paingon-2-38958.html,80,80,p
Pantra,Getz Pharma,1 x 10's,https://dawaai.pk/medicine/pantra-2-38991.html,85,85,p
Pongesic,Mass-PH Health,10x10's,https://dawaai.pk/medicine/pongesic-3-39429.html,86,86,p
Pelix,Nabi Qasim,200's,https://dawaai.pk/medicine/pelix-5-39805.html,60,60,p
Prostavasin,Atco,12000,https://dawaai.pk/medicine/prostavasin-6-39961.html,10,10,p
Paracetamol compound,Ardin,20 x 10's,https://dawaai.pk/medicine/paracetamol-compound-5-40150.html,4,4,p
Paracetamol compound,Unexo,1000's,https://dawaai.pk/medicine/paracetamol-compound-7-40152.html,71,71,p
Paigone,Fynk,5 ampx2 ml,https://dawaai.pk/medicine/paigone-10-40601.html,76,76,p
Painol,KPL,60 ml,https://dawaai.pk/medicine/painol-11-40607.html,14,14,p
Pamol,Jafson,60 ml,https://dawaai.pk/medicine/pamol-8-40612.html,19,19,p
Pamol,Jafson,200's,https://dawaai.pk/medicine/pamol-10-40614.html,70,70,p
Panam,English Pharma,1 vial x 100 ml,https://dawaai.pk/medicine/panam-6-40621.html,80,80,p
Panam,English Pharma,1 ampx2 ml,https://dawaai.pk/medicine/panam-7-40622.html,10,10,p
Panam,English Pharma,60 ml,https://dawaai.pk/medicine/panam-8-40623.html,25,25,p
Panaram,Efroze,60 ml,https://dawaai.pk/medicine/panaram-4-40624.html,50,50,p
Panol,Bio Pharma,15 ml,https://dawaai.pk/medicine/panol-6-40626.html,19,19,p
Panol,Bio Pharma,60 ml,https://dawaai.pk/medicine/panol-8-40628.html,28,28,p
Panol,Bio Pharma,20's,https://dawaai.pk/medicine/panol-10-40630.html,18,18,p
Para,Reko,60 ml,https://dawaai.pk/medicine/para-2-40632.html,25,25,p
Para,Reko,60 ml,https://dawaai.pk/medicine/para-3-40633.html,28,28,p
Paraceq,Shrooq,1 vial x 100 ml,https://dawaai.pk/medicine/paraceq-1-40637.html,80,80,p
Paracetamol Elixir,Gaba,60 ml,https://dawaai.pk/medicine/paracetamol-elixir-4-40639.html,3,3,p
Paracetamol Elixir,Hermann,450 ml,https://dawaai.pk/medicine/paracetamol-elixir-5-40640.html,36,36,p
Paracetamol Elixir,Hermann,60 ml,https://dawaai.pk/medicine/paracetamol-elixir-6-40641.html,16,16,p
Paracetamol Elixir,Progressive,450 ml,https://dawaai.pk/medicine/paracetamol-elixir-7-40642.html,8,8,p
Paracetamol Junior,Progressive,200's,https://dawaai.pk/medicine/paracetamol-junior-5-40644.html,65,65,p
Paracetamol,Amros,120 ml,https://dawaai.pk/medicine/paracetamol-166-40645.html,8,8,p
Paracetamol,Amros,450 ml,https://dawaai.pk/medicine/paracetamol-167-40646.html,35,35,p
Paracetamol,Amros,60 ml,https://dawaai.pk/medicine/paracetamol-168-40647.html,16,16,p
Paracetamol,Eros,450 ml,https://dawaai.pk/medicine/paracetamol-169-40648.html,34,34,p
Paracetamol,Eros,60 ml,https://dawaai.pk/medicine/paracetamol-170-40649.html,20,20,p
Paracetamol,Ethical Laboratories,450 ml,https://dawaai.pk/medicine/paracetamol-171-40650.html,45,45,p
Paracetamol,Ethical Laboratories,60 ml,https://dawaai.pk/medicine/paracetamol-172-40651.html,15,15,p
Paracetamol,Irza,450 ml,https://dawaai.pk/medicine/paracetamol-173-40652.html,70,70,p
Paracetamol,Irza,60 ml,https://dawaai.pk/medicine/paracetamol-174-40653.html,28,28,p
Paracetamol,Jawa,450 ml,https://dawaai.pk/medicine/paracetamol-175-40654.html,40,40,p
Paracetamol,Jawa,60 ml,https://dawaai.pk/medicine/paracetamol-176-40655.html,15,15,p
Paracetamol,Polyfine,60 ml,https://dawaai.pk/medicine/paracetamol-179-40658.html,17,17,p
Paracetamol,Sharex,400 ml,https://dawaai.pk/medicine/paracetamol-180-40659.html,80,80,p
Paracetamol,Sharex,60 ml,https://dawaai.pk/medicine/paracetamol-181-40660.html,25,25,p
Paracetamol,Werick,60 ml,https://dawaai.pk/medicine/paracetamol-186-40665.html,25,25,p
Paracetamol,Werick,60 ml,https://dawaai.pk/medicine/paracetamol-187-40666.html,28,28,p
Paracetamol,Shifa,60 ml,https://dawaai.pk/medicine/paracetamol-190-40669.html,25,25,p
Paracetamol,Zeb,50 ml,https://dawaai.pk/medicine/paracetamol-191-40670.html,25,25,p
Paracetamol,Ardin,20x10's,https://dawaai.pk/medicine/paracetamol-195-40674.html,4,4,p
Paracetamol,Eros,20x10's,https://dawaai.pk/medicine/paracetamol-201-40680.html,4,4,p
Paracetamol,Ethical Laboratories,200's,https://dawaai.pk/medicine/paracetamol-203-40682.html,80,80,p
Paracetamol,Euro Pharma,20x10's,https://dawaai.pk/medicine/paracetamol-205-40684.html,4,4,p
Paracetamol,Gaba,1000's,https://dawaai.pk/medicine/paracetamol-206-40685.html,78,78,p
Paracetamol,Jawa,20x10's,https://dawaai.pk/medicine/paracetamol-216-40695.html,5,5,p
Paracetamol,LCPW,200's,https://dawaai.pk/medicine/paracetamol-217-40696.html,38,38,p
Paracetamol,Pharmacare,20x10's,https://dawaai.pk/medicine/paracetamol-228-40707.html,3,3,p
Paracetamol,Progressive,200's,https://dawaai.pk/medicine/paracetamol-232-40711.html,100,100,p
Paracetamol,Xenon,200's,https://dawaai.pk/medicine/paracetamol-246-40725.html,60,60,p
Pragray,Grays,60 ml,https://dawaai.pk/medicine/pragray-1-40731.html,13,13,p
Paraheim,Pkheim,1000's,https://dawaai.pk/medicine/paraheim-7-40732.html,100,100,p
Pralief,Nimrall,100 vial,https://dawaai.pk/medicine/pralief-3-40734.html,80,80,p
Pralief,Nimrall,60 ml,https://dawaai.pk/medicine/pralief-4-40735.html,28,28,p
Pralief,Nimrall,90 ml,https://dawaai.pk/medicine/pralief-5-40736.html,40,40,p
Pramed,Medicraft,60 ml,https://dawaai.pk/medicine/pramed-1-40740.html,23,23,p
Paramol,Dosaco,60 ml,https://dawaai.pk/medicine/paramol-2-40741.html,11,11,p
Parapol,Lisko,60 ml,https://dawaai.pk/medicine/parapol-11-40744.html,35,35,p
Parasol,Z-jans,60 ml,https://dawaai.pk/medicine/parasol-3-40747.html,17,17,p
Parasol,Z-jans,60 ml,https://dawaai.pk/medicine/parasol-4-40748.html,27,27,p
Pedric,Davis Pharma,450 ml,https://dawaai.pk/medicine/pedric-6-40755.html,60,60,p
Pedric,Davis Pharma,60 ml,https://dawaai.pk/medicine/pedric-7-40756.html,15,15,p
Pedric,Davis Pharma,15 ml,https://dawaai.pk/medicine/pedric-8-40757.html,16,16,p
Pedrol,Stanely,15 ml,https://dawaai.pk/medicine/pedrol-10-40759.html,21,21,p
Pedrol,Stanely,60 ml,https://dawaai.pk/medicine/pedrol-13-40762.html,35,35,p
Pedrol,Stanely,90 ml,https://dawaai.pk/medicine/pedrol-14-40763.html,50,50,p
Pelix,Nabi Qasim,60 ml,https://dawaai.pk/medicine/pelix-7-40766.html,10,10,p
PM,Tagma,20x10's,https://dawaai.pk/medicine/pm-1-40768.html,5,5,p
Promol,Progressive,60 ml,https://dawaai.pk/medicine/promol-4-40773.html,18,18,p
Promol,Progressive,200's,https://dawaai.pk/medicine/promol-5-40774.html,15,15,p
Provas,Sami,1 ampx2 ml,https://dawaai.pk/medicine/provas-5-40776.html,19,19,p
Prowise,Wise Pharma,1 vial x 100 ml,https://dawaai.pk/medicine/prowise-2-40777.html,80,80,p
Prowise,Wise Pharma,1 ampx2 ml,https://dawaai.pk/medicine/prowise-3-40778.html,10,10,p
Pyrol,Semos,60 ml,https://dawaai.pk/medicine/pyrol-9-40781.html,25,25,p
Paigone extra,Fynk,10 x 10's,https://dawaai.pk/medicine/paigone-extra-2-40866.html,10,10,p
Pnafin Extra,Medipak,10 x 10's,https://dawaai.pk/medicine/pnafin-extra-1-40869.html,10,10,p
Pyracef Plus,Pulse,100's,https://dawaai.pk/medicine/pyracef-plus-1-40878.html,75,75,p
Profylline,kaizen,60 ml,https://dawaai.pk/medicine/profylline-42745.html,66,66,p
Proact,kaizen,120 ml,https://dawaai.pk/medicine/proact-43036.html,79,79,p
Proact,kaizen,2x10's,https://dawaai.pk/medicine/proact-1-43037.html,31,31,p
Procarol,Olive Health Care,4x5's,https://dawaai.pk/medicine/procarol-1-43039.html,24,24,p
Pulmox,Dayson R L,60 ml,https://dawaai.pk/medicine/pulmox-43119.html,18,18,p
Proasma,Platinum,60 ml,https://dawaai.pk/medicine/proasma-syrup-60-ml-bottle-48017.html,93,93,p
Proscar,MSD,1 x 15's,https://dawaai.pk/medicine/proscar-5-mg-tablets-1-x-15s-pack-50029.html,936,936,p
Qusel,Hilton,3x10's,https://dawaai.pk/medicine/qusel-25mg-510.html,180,200,q
Qarshi Sharbat-e-Banafsha,Qarshi,240 ml,https://dawaai.pk/medicine/banafsha-shehtoot-893.html,153,170,q
Qusel,Hilton,2x10's,https://dawaai.pk/medicine/qusel-25mg-920.html,386,428,q
Qufen,High-Q,3x10's,https://dawaai.pk/medicine/qufen-sr-100-1668.html,88,97,q
Q-Palgite 120ml,Wood Wards,120ml,https://dawaai.pk/medicine/q-palgite-120ml-syp-7269.html,207,230,q
Q-Plex,Wood Wards,120ml,https://dawaai.pk/medicine/q-plex-120ml-syp-7270.html,248,276,q
Qsartan,High-Q,2x10's,https://dawaai.pk/medicine/qsartan-50mg-tab-20s-9769.html,166,184,q
Qpro,Bosch,2x7s,https://dawaai.pk/medicine/qpro-19856.html,88,97,q
Qpro,Bosch,2x7s,https://dawaai.pk/medicine/qpro-1-19857.html,135,150,q
Qpro,Bosch,1 Vial,https://dawaai.pk/medicine/qpro-2-19858.html,284,315,q
Qlena,Bosch,10s,https://dawaai.pk/medicine/qlena-20313.html,140,155,q
Qlena,Bosch,10s,https://dawaai.pk/medicine/qlena-1-20314.html,270,300,q
